image,model,gold_pos,gold,hypothese,art,kontext,zeichen_ops,n_modelle,verschiebung,typ_vorschlag,regel,typ,bemerkung
anzeige05,deepseek-ocr_3b,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM 37,"ZWEIGNIEDERL.G.KÖNIGSBERG""d.STEINDAMM37",Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM 37]] Unterbüro: Kowno, Laisvės","∅->.  ->∅  ->"" i->d /->∅ P->∅ r->∅  ->∅  ->∅",1,,,,,
anzeige05,gemma4_e4b,6,Grössen,Größen,Substitution,verschiedenen Ausführungen und [[Grössen]] für alle billigen,s->ß s->∅,3,,,,C,
anzeige05,gemma4_e4b,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM,ZWEIGNIEDERLG.KÖNIGSBERG,Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM]] 37 Unterbüro: Kowno,", ->∅  ->∅ i->∅ /->∅ P->∅ r->∅ .->∅  ->∅ S->∅ T->∅ E->∅ I->∅ N->∅ D->∅ A->∅ M->∅ M->∅,1,,,,,
anzeige05,gemma4_e4b,21,"Kowno,","Kawno,",Substitution,"STEINDAMM 37 Unterbüro: [[Kowno,]] Laisvės Alėja 5",o->a,1,,,,A,
anzeige05,gemma4_e4b,22,Laisvės,Laisvès,Substitution,"37 Unterbüro: Kowno, [[Laisvės]] Alėja 5",ė->è,4,,D,nur-diakritika,D,
anzeige05,gemma4_e4b,23,Alėja,Alēja,Substitution,"Unterbüro: Kowno, Laisvės [[Alėja]] 5",ė->ē,1,,D,nur-diakritika,D,
anzeige05,glm-ocr_bf16,6,Grössen,Größen,Substitution,verschiedenen Ausführungen und [[Grössen]] für alle billigen,s->ß s->∅,3,,,,C,
anzeige05,glm-ocr_bf16,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM,ZWEIGNIEDERLG.KONIGSBERG%Dr.STEINDAMM,Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM]] 37 Unterbüro: Kowno,", ->∅ Ö->O  ->% i->D /->∅ P->∅  ->∅,1,,,,,
anzeige05,glm-ocr_bf16,22,Laisvės,Laisvès,Substitution,"37 Unterbüro: Kowno, [[Laisvės]] Alėja 5",ė->è,4,,D,nur-diakritika,D,
anzeige05,glm-ocr_bf16,23,Alėja,Alèja,Substitution,"Unterbüro: Kowno, Laisvės [[Alėja]] 5",ė->è,2,,D,nur-diakritika,D,
anzeige05,maternion_lightonocr-2_1b,17,i/Pr.,/ Dr.,Substitution,DEUTZ ZWEIGNIEDERLG. KÖNIGSBERG [[i/Pr.]] STEINDAMM 37 Unterbüro:,i->/ /->  P->D,1,,,,,
anzeige05,maternion_lightonocr-2_1b,22,Laisvės,Laisvès,Substitution,"37 Unterbüro: Kowno, [[Laisvės]] Alėja 5",ė->è,4,,D,nur-diakritika,D,
anzeige05,maternion_lightonocr-2_1b,23,Alėja,Alèja,Substitution,"Unterbüro: Kowno, Laisvės [[Alėja]] 5",ė->è,2,,D,nur-diakritika,D,
anzeige05,minicpm-v4.5_8b,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM,ZWEIGNIEDERLG.KÖNIGSBERG/Dr.STEINDAMM,Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM]] 37 Unterbüro: Kowno,", ->∅  ->∅ i->∅ P->D  ->∅,3,,,,,
anzeige05,openai_gpt-5-6-sol,23,Alėja,Aleja,Substitution,"Unterbüro: Kowno, Laisvės [[Alėja]] 5",ė->e,1,,D,nur-diakritika,,
anzeige05,qwen3-vl_4b-instruct,6,Grössen,Größen,Substitution,verschiedenen Ausführungen und [[Grössen]] für alle billigen,s->ß s->∅,3,,,,C,
anzeige05,qwen3-vl_4b-instruct,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM,ZWEIGNIEDERLG.KÖNIGSBERG/Dr.STEINDAMM,Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM]] 37 Unterbüro: Kowno,", ->∅  ->∅ i->∅ P->D  ->∅,3,,,,,
anzeige05,qwen3-vl_8b-instruct,16,KÖNIGSBERG i/Pr.,KÖNIGSBERG¹/² DR.,Substitution,GASMOTOREN-FABRIK DEUTZ ZWEIGNIEDERLG. [[KÖNIGSBERG i/Pr.]] STEINDAMM 37 Unterbüro:,∅->¹  ->/ i->² /->  P->D r->R,1,,,,,
anzeige05,qwen3.5_4b,15,ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM,ZWEIGNIEDERLG.KÖNIGSBERG/Dr.STEINDAMM,Substitution,"3252 GASMOTOREN-FABRIK DEUTZ [[ZWEIGNIEDERLG. KÖNIGSBERG i/Pr. STEINDAMM]] 37 Unterbüro: Kowno,", ->∅  ->∅ i->∅ P->D  ->∅,3,,,,,
anzeige05,qwen3.5_4b,22,Laisvės,Laisvès,Substitution,"37 Unterbüro: Kowno, [[Laisvės]] Alėja 5",ė->è,4,,D,nur-diakritika,D,
